game_id,game_date,season,home_team_id,away_team_id,y_margin,home_win_pct_to_date,away_win_pct_to_date,win_pct_diff,home_avg_margin_to_date,away_avg_margin_to_date,home_last10_margin,away_last10_margin,last10_margin_diff,home_home_margin_to_date,away_away_margin_to_date,home_rest_days,away_rest_days,rest_diff,home_b2b,away_b2b,home_games_to_date,away_games_to_date
22400158,2024-11-04,2024-25,1610612751,1610612763,2,0.42857142857142855,0.5714285714285714,-0.14285714285714285,-0.5714285714285714,2.7142857142857144,-0.5714285714285714,2.7142857142857144,-3.2857142857142856,0.5,-0.3333333333333333,0,1,-1,1,0,7,7
22400159,2024-11-04,2024-25,1610612748,1610612758,-1,0.5,0.5,0.0,-3.0,4.833333333333333,-3.0,4.833333333333333,-7.833333333333333,-6.666666666666667,4.5,4,1,3,0,0,4,6
22400160,2024-11-04,2024-25,1610612741,1610612762,-9,0.5,0.0,0.5,-3.6666666666666665,-18.666666666666668,-3.6666666666666665,-18.666666666666668,15.000000000000002,-8.0,-17.0,2,1,1,0,0,6,6
22400161,2024-11-04,2024-25,1610612745,1610612752,12,0.5,0.6,-0.09999999999999998,2.8333333333333335,7.0,2.8333333333333335,7.0,-4.166666666666666,3.0,5.333333333333333,1,2,-1,0,0,6,5
22400162,2024-11-04,2024-25,1610612750,1610612766,21,0.5,0.3333333333333333,0.16666666666666669,-1.1666666666666667,-4.666666666666667,-1.1666666666666667,-4.666666666666667,3.5,2.6666666666666665,0.0,1,1,0,0,0,6,6
22400163,2024-11-04,2024-25,1610612760,1610612753,16,1.0,0.42857142857142855,0.5714285714285714,17.666666666666668,-1.7142857142857142,17.666666666666668,-1.7142857142857142,19.380952380952383,18.0,-6.2,1,0,1,0,1,6,7
22400164,2024-11-04,2024-25,1610612740,1610612757,-18,0.42857142857142855,0.2857142857142857,0.14285714285714285,-7.0,-8.142857142857142,-7.0,-8.142857142857142,1.1428571428571423,1.3333333333333333,-6.0,0,1,-1,1,0,7,7
22400165,2024-11-04,2024-25,1610612742,1610612754,-7,0.6666666666666666,0.3333333333333333,0.3333333333333333,5.0,-5.166666666666667,5.0,-5.166666666666667,10.166666666666668,9.0,-7.5,0,2,-2,1,0,6,6
22400166,2024-11-04,2024-25,1610612743,1610612761,2,0.5,0.2857142857142857,0.2142857142857143,1.6666666666666667,-6.142857142857143,1.6666666666666667,-6.142857142857143,7.80952380952381,2.0,-8.0,1,1,0,0,0,6,7
22400167,2024-11-04,2024-25,1610612756,1610612755,2,0.8333333333333334,0.2,0.6333333333333333,4.0,-9.2,4.0,-9.2,13.2,7.333333333333333,-2.0,1,1,0,0,0,6,5
22400168,2024-11-04,2024-25,1610612746,1610612759,9,0.3333333333333333,0.5,-0.16666666666666669,-1.6666666666666667,0.5,-1.6666666666666667,0.5,-2.166666666666667,-5.75,-1.6666666666666667,1,1,0,0,0,6,6
22400169,2024-11-06,2024-25,1610612766,1610612765,1,0.2857142857142857,0.375,-0.0892857142857143,-7.0,-3.25,-7.0,-3.25,-3.75,-7.0,1.0,1,1,0,0,0,7,8
22400170,2024-11-06,2024-25,1610612754,1610612753,7,0.42857142857142855,0.375,0.05357142857142855,-3.4285714285714284,-3.5,-3.4285714285714284,-3.5,0.07142857142857162,-0.5,-7.833333333333333,1,1,0,0,0,7,8
22400171,2024-11-06,2024-25,1610612737,1610612752,5,0.375,0.5,-0.125,-6.625,3.8333333333333335,-6.625,3.8333333333333335,-10.458333333333334,-6.2,1.0,1,1,0,0,0,8,6
22400172,2024-11-06,2024-25,1610612738,1610612744,-6,0.875,0.8571428571428571,0.017857142857142905,14.0,17.285714285714285,14.0,17.285714285714285,-3.2857142857142847,17.0,24.0,1,1,0,0,0,8,7
22400173,2024-11-06,2024-25,1610612745,1610612759,27,0.5714285714285714,0.42857142857142855,0.14285714285714285,4.142857142857143,-0.8571428571428571,4.142857142857143,-0.8571428571428571,5.0,5.25,-3.5,1,1,0,0,0,7,7
22400174,2024-11-06,2024-25,1610612763,1610612747,17,0.5,0.5714285714285714,-0.0714285714285714,2.125,-2.2857142857142856,2.125,-2.2857142857142856,4.410714285714286,5.0,-8.5,1,1,0,0,0,8,7
22400175,2024-11-06,2024-25,1610612740,1610612739,-9,0.375,1.0,-0.625,-8.375,13.125,-8.375,13.125,-21.5,-3.5,14.0,1,1,0,0,0,8,8
22400176,2024-11-06,2024-25,1610612742,1610612741,20,0.5714285714285714,0.42857142857142855,0.14285714285714285,3.2857142857142856,-4.428571428571429,3.2857142857142856,-4.428571428571429,7.714285714285714,5.8,-1.5,1,1,0,0,0,7,7
22400177,2024-11-06,2024-25,1610612743,1610612760,2,0.5714285714285714,1.0,-0.4285714285714286,1.7142857142857142,17.428571428571427,1.7142857142857142,17.428571428571427,-15.714285714285714,2.0,17.5,1,1,0,0,0,7,7
22400178,2024-11-06,2024-25,1610612756,1610612748,3,0.8571428571428571,0.4,0.4571428571428571,3.7142857142857144,-2.6,3.7142857142857144,-2.6,6.314285714285715,6.0,8.0,1,1,0,0,0,7,5
22400179,2024-11-06,2024-25,1610612746,1610612755,12,0.42857142857142855,0.16666666666666666,0.26190476190476186,-0.14285714285714285,-8.0,-0.14285714285714285,-8.0,7.857142857142857,-2.8,-2.0,1,1,0,0,0,7,6
22400180,2024-11-06,2024-25,1610612758,1610612761,15,0.5714285714285714,0.25,0.3214285714285714,4.285714285714286,-5.625,4.285714285714286,-5.625,9.910714285714285,5.5,-6.0,1,1,0,0,0,7,8
22400181,2024-11-07,2024-25,1610612741,1610612750,-16,0.375,0.5714285714285714,-0.1964285714285714,-6.375,2.0,-6.375,2.0,-8.375,-8.333333333333334,-5.0,0,2,-2,1,0,8,7
22400182,2024-11-07,2024-25,1610612749,1610612762,23,0.14285714285714285,0.14285714285714285,0.0,-6.571428571428571,-14.714285714285714,-6.571428571428571,-14.714285714285714,8.142857142857142,-6.0,-8.333333333333334,2,2,0,0,0,7,7
22400183,2024-11-07,2024-25,1610612759,1610612757,13,0.375,0.375,0.0,-4.125,-4.875,-4.125,-4.875,0.75,2.6666666666666665,0.0,0,2,-2,1,0,8,8
22400184,2024-11-08,2024-25,1610612766,1610612754,20,0.375,0.5,-0.125,-6.0,-2.125,-6.0,-2.125,-3.875,-5.4,-4.6,1,1,0,0,0,8,8
22400185,2024-11-08,2024-25,1610612765,1610612737,1,0.3333333333333333,0.4444444444444444,-0.1111111111111111,-3.0,-5.333333333333333,-3.0,-5.333333333333333,2.333333333333333,-7.5,-7.333333333333333,1,1,0,0,0,9,9
22400186,2024-11-08,2024-25,1610612753,1610612740,27,0.3333333333333333,0.3333333333333333,0.0,-3.888888888888889,-8.444444444444445,-3.888888888888889,-8.444444444444445,4.555555555555555,9.5,-13.25,1,1,0,0,0,9,9
22400187,2024-11-08,2024-25,1610612738,1610612751,4,0.7777777777777778,0.5,0.2777777777777778,11.777777777777779,-0.25,11.777777777777779,-0.25,12.027777777777779,9.333333333333334,-2.0,1,3,-2,0,0,9,8
22400188,2024-11-08,2024-25,1610612739,1610612744,19,1.0,0.875,0.125,12.666666666666666,15.875,12.666666666666666,15.875,-3.208333333333334,12.25,20.4,1,1,0,0,0,9,8
22400189,2024-11-08,2024-25,1610612752,1610612749,22,0.42857142857142855,0.25,0.17857142857142855,2.5714285714285716,-2.875,2.5714285714285716,-2.875,5.446428571428571,9.5,-6.8,1,0,1,0,1,7,8
22400190,2024-11-08,2024-25,1610612742,1610612756,-1,0.625,0.875,-0.25,5.375,3.625,5.375,3.625,1.75,8.166666666666666,0.6666666666666666,1,1,0,0,0,8,8
22400191,2024-11-08,2024-25,1610612763,1610612764,24,0.5555555555555556,0.4,0.15555555555555556,3.7777777777777777,-7.4,3.7777777777777777,-7.4,11.177777777777777,7.4,2.0,1,3,-2,0,0,9,5
22400192,2024-11-08,2024-25,1610612760,1610612745,19,0.875,0.625,0.25,15.0,7.0,15.0,7.0,8.0,17.333333333333332,2.6666666666666665,1,1,0,0,0,8,8
22400193,2024-11-08,2024-25,1610612750,1610612757,25,0.625,0.3333333333333333,0.2916666666666667,3.75,-5.777777777777778,3.75,-5.777777777777778,9.527777777777779,7.25,-2.6,0,0,0,1,1,8,9
